item_name,item_code,created_at,size,quantity,price,store_type
"AA alkaline batteries, DURACELL",110552104,6/12/16 8:58 PM,1,4,58,small_medium_shop
"Jam, strawberry or apricot, WKB",110118201,6/27/16 3:52 PM,454,1,45.55,
"Urban tram (rail) or tube, single ticket",110731104,7/18/16 3:52 PM,1,1,2,None
"Paint, indoor use, washable, WKB",110431101,3/27/16 7:46 PM,10,1,620,specialized_shop
"Cooking salt, WKB",110119102,6/23/16 9:57 PM,500,1,10,small_medium_shop
"Red wine, table wine, BL",110212101,6/13/16 2:31 PM,700,1,34.25,
"Paint, indoor use, washable, WKB",110431101,4/17/16 1:57 PM,4,1,150,specialized_shop
"Diesel fuel, normal",110722104,2/15/16 2:35 AM,1,1,13.49,specialized_shop
"Mobile phone, SAMSUNG Galaxy 6",110821105,2/24/16 3:59 PM,1,1,11999,specialized_shop
"Sardines, tinned, with skin, in vegetable oil, WKB",110113201,7/11/16 5:14 PM,125,1,24.99,
"Paint, indoor use, washable, WKB",110431101,5/8/16 6:56 PM,10,1,325,specialized_shop
"Men's lace-up shoes, WKB-L",110321101,8/2/16 4:25 PM,1,1,1199,
"Single-family house, 180-240 m2",1104111102,5/2/16 5:53 PM,1,1,16000,other
"Petrol, Super",110722102,6/6/16 8:09 PM,1,1,17.85,specialized_shop
"Toilet paper, multipack, WKB",111212111,3/22/16 8:54 PM,1,6,22,small_medium_shop
"Milk, fresh, unskimmed, WKB",110114101,5/2/16 2:44 PM,1000,1,15.8,small_medium_shop
"Bar soap, solid, SB",111212109,3/13/16 6:51 PM,110,1,10,small_medium_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,5/2/16 1:18 PM,1,1,140,
"COCA COLA / PEPSI COLA, can",110122102,5/8/16 7:55 PM,354,1,10.5,small_medium_shop
"Coca cola or Pepsi, at cafe or restaurant",111111121,8/14/16 2:00 PM,380,1,35,private_service_provider
"Bath towel, large, WKB",110521103,5/22/16 4:30 PM,1,1,291,small_medium_shop
"Vodka, WKB",110211101,2/1/16 11:35 PM,750,1,238,small_medium_shop
"Trolley, soft case, BL",111232104,5/22/16 8:57 PM,1,1,620,
"Petrol, Super",110722102,5/2/16 5:51 PM,1,1,17.08,specialized_shop
"Men's T-shirt, WKB-L",110312106,1/13/16 3:20 PM,1,1,149,small_medium_shop
"Summer tire, R15, WKB",110723103,4/17/16 2:50 PM,1,4,7400,specialized_shop
"Dry cleaning, men's two-piece suit",110314101,3/6/16 6:59 PM,1,1,145,private_service_provider
"Summer tire, R15, WKB",110723103,5/22/16 4:00 PM,1,4,4600,specialized_shop
"Scooter, 50cc, WKB",110712104,12/31/15 1:49 AM,1,1,16990,specialized_shop
"Bicycle, basic commuter, WKB",110713105,5/2/16 1:21 PM,1,1,3990,small_medium_shop
"Jam, strawberry or apricot, WKB",110118201,2/8/16 6:29 PM,454,1,30.1,small_medium_shop
"Diesel fuel, normal",110722104,4/21/16 2:45 PM,1,1,14.92,specialized_shop
"Honey, mixed blossoms, BL",110118204,4/11/16 8:02 PM,470,1,79,
"Men's haircut, barber shop",111211101,8/14/16 6:54 PM,1,1,150,private_service_provider
"Petrol, Superplus",110722103,7/24/16 6:46 PM,1,1,19.3,specialized_shop
"AA alkaline batteries, DURACELL",110552104,4/17/16 8:16 PM,1,4,29.9,specialized_shop
"Urban (city) bus, 5-15 km",110732101,3/31/16 2:12 AM,1,1,3.5,private_service_provider
"Olive oil, extra virgin, WKB",110115302,6/6/16 7:21 PM,500,1,95.63,
"Plaster strips, plastic foil, WKB",110612105,8/16/16 5:39 PM,1,20,41,
"Broken rice, 25%, BNR",110111106,3/9/16 6:02 PM,1,1,12.49,
"Men's lace-up shoes, WKB-L",110321101,7/10/16 3:46 PM,1,1,699,small_medium_shop
"Bicycle, basic commuter, WKB",110713105,6/12/16 9:05 PM,1,1,4899,small_medium_shop
"Single-family house, 180-240 m2",1104111102,5/16/16 4:58 PM,1,1,30000,other
"Football (soccer ball), WKB",110931110,5/29/16 4:18 PM,1,1,227,small_medium_shop
"Men's lace-up shoes, WKB-L",110321101,4/3/16 2:56 PM,1,1,710,small_medium_shop
"Urban tram (rail) or tube, single ticket",110731104,5/1/16 3:33 PM,1,1,1,None
"Sunflower oil, BL",110115301,5/22/16 5:38 PM,900,1,11.25,small_medium_shop
"Dishwashing detergent, WKB",110561108,4/11/16 12:46 AM,1,1,31.19,
"Men's T-shirt, WKB-L",110312106,5/8/16 2:39 PM,1,1,172,small_medium_shop
"Vodka, WKB",110211101,3/15/16 8:18 PM,1000,1,79,
"Trolley, soft case, BL",111232104,6/5/16 10:00 PM,1,1,499,small_medium_shop
"Men's condoms, WKB",110612103,3/21/16 8:17 PM,1,3,21,small_medium_shop
"Chicken eggs, caged hen, large size",110114401,3/24/16 2:22 PM,1,6,15.49,small_medium_shop
"Steam iron, WKB-M",110532104,4/24/16 3:49 PM,1,1,799,
"Fresh bananas, standard",110116102,5/27/16 8:44 PM,1,1,25.29,small_medium_shop
"Liquefied gas, propane",110452101,5/22/16 4:49 PM,10,1,98,specialized_shop
"Bicycle, basic commuter, WKB",110713105,3/21/16 12:33 AM,1,1,4099,
"Toilet paper, multipack, WKB",111212111,4/10/16 3:40 PM,1,4,54,small_medium_shop
"Studio apartment, 35-60 m2",1104111109,6/26/16 11:37 PM,1,1,5800,other
"Men's haircut, barber shop",111211101,3/22/16 7:43 PM,1,1,160,private_service_provider
"Men's trousers, cotton/polyester, WKB-L",110312104,6/24/16 8:41 PM,1,1,890,specialized_shop
"Women's haircut, basic hairdresser",111211104,7/3/16 2:56 PM,1,1,120,private_service_provider
"Diesel fuel, normal",110722104,7/10/16 8:25 PM,1,1,16.48,specialized_shop
"Two-bedroom apartment, 80-120 m2",1104111113,5/6/16 4:13 AM,1,1,5900,other
Fresh oranges,110116105,5/3/16 4:39 PM,1,1,43.99,
"Cigarette, MALBORO Red",110221101,7/31/16 8:59 PM,1,20,48,
"Water, still, large bottle, WKB",110122101,3/16/16 11:12 PM,2,1,11.25,
"Wheat flour, not self-rising, BL",110111202,3/13/16 4:09 PM,1,1,10.26,small_medium_shop
"Men's blue jeans, WKB-L",110312107,7/18/16 10:37 PM,1,1,699,small_medium_shop
"Chicken eggs, caged hen, large size",110114401,7/3/16 4:21 PM,1,6,22,street_outlet
"Instant noodles, any flavor, WKB",110111504,4/3/16 10:38 PM,85,1,13,
"Men's lace-up shoes, WKB-L",110321101,4/10/16 4:31 PM,1,1,1200,small_medium_shop
"Sardines, tinned, with skin, in vegetable oil, WKB",110113201,6/21/16 1:46 PM,160,1,39.15,
"Petrol, Superplus",110722103,4/5/16 9:39 PM,1,1,18.51,specialized_shop
"Salted crackers, WKB",110111407,4/20/16 5:39 PM,108,1,5.88,
"Cooking salt, WKB",110119102,4/26/16 11:09 PM,500,1,10,
"Dry cleaning, men's two-piece suit",110314101,5/8/16 12:45 PM,1,1,190,private_service_provider
"Men's shirt, WKB-M",110312103,7/11/16 4:21 PM,1,1,599,
"Flight, domestic, return ticket",110733107,4/25/16 1:10 AM,1,1,1585,private_service_provider
"Black tea, BL",110121107,5/23/16 12:44 AM,100,1,35,small_medium_shop
"Men's condoms, WKB",110612103,7/31/16 8:03 PM,1,3,25,small_medium_shop
"Men's blue jeans, WKB-L",110312107,8/7/16 4:03 PM,1,1,949,small_medium_shop
"Football (soccer ball), WKB",110931110,4/17/16 2:28 PM,1,1,243,small_medium_shop
"Bar soap, solid, SB",111212109,7/24/16 5:42 PM,125,1,13,small_medium_shop
"Men's lace-up shoes, WKB-L",110321101,7/24/16 4:35 PM,1,1,1899,small_medium_shop
"Dry cleaning, men's two-piece suit",110314101,6/19/16 2:43 PM,1,1,225,private_service_provider
"Petrol, Super",110722102,8/14/16 8:07 PM,1,1,18.46,specialized_shop
"Two-bedroom apartment, 80-120 m2",1104111113,4/12/16 3:06 AM,1,1,9000,other
"Thorax X-ray photograph, for adult",110623105,8/14/16 10:39 PM,1,1,80,private_service_provider
"Bed and breakfast, two-star, capital city",111121105,4/17/16 5:14 AM,1,1,492,other
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,5/15/16 4:49 PM,1,1,1650,
"AA alkaline batteries, DURACELL",110552104,5/2/16 3:05 PM,1,4,39.9,
"Single-family house, 180-240 m2",1104111102,3/27/16 11:39 AM,1,1,11000,other
"Interurban transport, single ticket, 50 km",110731101,4/10/16 10:40 PM,1,1,75,None
"Men's shirt, WKB-M",110312103,3/6/16 8:16 PM,1,1,199,small_medium_shop
"Cooking salt, WKB",110119102,6/13/16 3:53 PM,500,1,9.4,small_medium_shop
"Single-family house, 180-240 m2",1104111102,6/28/16 12:19 AM,1,1,25000,other
"Chicken, whole, frozen",110112402,8/14/16 6:14 PM,1,1,22.9,small_medium_shop
Fresh onions,110117104,8/8/16 5:46 PM,1,1,19.99,
"Bread, whole wheat, WKB",110111303,4/11/16 5:09 PM,360,1,28.9,
"AA alkaline batteries, DURACELL",110552104,6/5/16 9:47 PM,1,4,65,
"Apple juice, WKB",110122104,4/24/16 7:26 PM,1,1,17,small_medium_shop
"Women's haircut, basic hairdresser",111211104,6/19/16 8:08 PM,1,1,200,private_service_provider
"Toilet paper, multipack, WKB",111212111,2/22/16 2:25 PM,1,4,39.3,small_medium_shop
"Olive oil, extra virgin, WKB",110115302,2/29/16 11:20 PM,500,1,104,
"Foam mattress, double, WKB",110511108,5/8/16 3:15 PM,1,1,4750,small_medium_shop
"Sunflower oil, BL",110115301,6/26/16 8:27 PM,900,1,16.1,small_medium_shop
"Wheat flour, not self-rising, BL",110111202,5/2/16 2:47 PM,1,1,6.98,small_medium_shop
"Olive oil, extra virgin, WKB",110115302,7/13/16 5:26 PM,500,1,103.09,
"Fresh apple, red delicious",110116101,5/17/16 1:00 PM,1,1,36.9,
"Two-bedroom apartment, 80-120 m2",1104111113,3/20/16 2:24 PM,1,1,4200,other
"Petrol, Superplus",110722103,4/2/16 4:30 PM,1,1,18.38,specialized_shop
"Petrol, Superplus",110722103,3/30/16 7:41 PM,1,1,17.63,specialized_shop
"Cement, Grey Portland, WKB",110431103,7/10/16 10:38 PM,50,1,123.94,specialized_shop
"Urban tram (rail) or tube, single ticket",110731104,4/18/16 10:39 AM,1,1,2.1,None
"Long-grain rice, not parboiled, WKB",110111102,8/1/16 1:04 PM,1,1,12.9,
"Chicken, whole, fresh",110112401,5/8/16 11:13 PM,1,1,81,small_medium_shop
"Long-grain rice, not parboiled, WKB",110111102,6/2/16 2:30 PM,500,1,7.86,
"Men's lace-up shoes, WKB-L",110321101,6/28/16 2:55 PM,1,1,2250,
"Fresh bananas, standard",110116102,7/27/16 5:29 PM,1,1,24.9,small_medium_shop
"COCA COLA / PEPSI COLA, can",110122102,1/6/16 11:59 PM,354,1,11,small_medium_shop
"Cement, Grey Portland, WKB",110431103,8/1/16 3:25 PM,50,1,123,specialized_shop
"Petrol, Superplus",110722103,4/2/16 3:50 PM,1,1,18.96,specialized_shop
"Dishwashing detergent, WKB",110561108,5/1/16 9:10 PM,600,1,36,small_medium_shop
"Long-grain rice, not parboiled, WKB",110111102,5/15/16 8:22 PM,1,1,13.5,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,5/12/16 1:02 PM,1,1,15000,other
"Long-grain rice, parboiled, WKB",110111101,4/28/16 11:12 PM,1,1,15.3,street_outlet
"Football (soccer ball), WKB",110931110,6/12/16 9:03 PM,1,1,199,small_medium_shop
"Vodka, WKB",110211101,3/30/16 9:05 PM,750,1,165,
"Petrol, Superplus",110722103,5/2/16 11:27 PM,1,1,19.98,specialized_shop
"Honey, mixed blossoms, BL",110118204,3/21/16 2:51 PM,500,1,71,small_medium_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,3/21/16 7:54 PM,1,1,63,
"Charcoal, sack",110453101,1/25/16 11:30 PM,3,1,37.99,market
"Bicycle, basic commuter, WKB",110713105,6/19/16 1:50 PM,1,1,4550,small_medium_shop
"Vodka, WKB",110211101,4/24/16 8:41 PM,750,1,101,small_medium_shop
"Men's blue jeans, WKB-L",110312107,4/17/16 4:39 PM,1,1,549,specialized_shop
"Foam mattress, double, WKB",110511108,6/9/16 5:01 PM,1,1,3799,specialized_shop
Consultation: general medical practitioner/primary care physician,110621101,7/12/16 9:59 PM,1,1,40,private_service_provider
"Plaster strips, plastic foil, WKB",110612105,5/22/16 6:45 PM,1,20,41,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,5/2/16 11:37 PM,1,20,31.3,
"Wheat flour, not self-rising, BL",110111202,5/2/16 2:46 PM,1,1,5.9,small_medium_shop
"Laundry detergent powder, washing machine, WKB",110561101,4/12/16 1:23 PM,400,1,17,small_medium_shop
"Men's lace-up shoes, WKB-L",110321101,3/3/16 8:55 PM,1,1,2230,small_medium_shop
"Potato chips (crisps), WKB",110117304,7/10/16 3:46 PM,162,1,53.19,street_outlet
"Flight, international, return ticket, long distance",110733106,4/19/16 2:30 PM,1,1,35903,private_service_provider
"Red wine, table wine, BL",110212101,1/12/16 6:03 PM,750,1,65.15,
"Cat food, tin, WKB",110933103,7/18/16 3:31 PM,340,1,30.9,small_medium_shop
"Milk chocolate bar, WKB",110118301,4/17/16 4:51 PM,150,1,45,small_medium_shop
"Flight, domestic, return ticket",110733107,5/29/16 9:47 PM,1,1,1736,private_service_provider
"Petrol, Superplus",110722103,7/10/16 9:09 PM,1,1,20.88,specialized_shop
"White sugar, WKB",110118101,5/23/16 6:11 PM,1,1,13.45,
"Long-grain rice, not parboiled, WKB",110111102,3/28/16 2:44 PM,1,1,15,small_medium_shop
Fresh carrots,110117103,7/3/16 4:34 PM,1,1,28.6,small_medium_shop
"One-bedroom apartment, 40-60 m2",1104111110,5/24/16 6:14 PM,1,1,5300,other
"Cooking pot, stainless steel, WKB-L",110541101,3/6/16 2:20 PM,1,1,595,small_medium_shop
"Energy saving light bulb, 15W, WKB",110552103,7/10/16 10:25 PM,1,1,95,specialized_shop
"Fresh apple, red delicious",110116101,5/4/16 5:17 PM,1,1,36.9,
"Car battery,  55 Ah, WKB",110723105,5/22/16 10:57 PM,1,1,2199,specialized_shop
"Urban (city) bus, 5-15 km",110732101,7/31/16 3:45 PM,1,1,9.15,public_semi_public_service
"Long-grain rice, not parboiled, WKB",110111102,7/18/16 1:48 PM,1,1,15.69,
"Hybrid bicycle, WKB",110713104,4/24/16 11:28 PM,1,1,9200,small_medium_shop
"AA alkaline batteries, DURACELL",110552104,1/17/16 11:28 PM,1,4,39.9,
"Tomato ketchup, WKB",110119103,7/31/16 7:39 PM,400,1,33.9,small_medium_shop
Fresh carrots,110117103,3/7/16 8:59 PM,1,1,15.9,
"Car battery,  55 Ah, WKB",110723105,6/26/16 4:40 PM,1,1,1925,specialized_shop
"Single-family house, 180-240 m2",1104111102,5/10/16 3:26 PM,1,1,20000,other
"Potato chips (crisps), WKB",110117304,3/14/16 11:59 PM,150,1,30,small_medium_shop
"Paint, indoor use, washable, WKB",110431101,6/19/16 3:27 PM,10,1,620,specialized_shop
"Cooking salt, WKB",110119102,7/4/16 12:05 AM,500,1,12.1,small_medium_shop
"Men's blue jeans, WKB-L",110312107,2/6/16 2:50 PM,1,1,500,
"Bar soap, solid, SB",111212109,3/18/16 9:45 PM,125,1,10.45,
"Beer, domestic brand, single bottle, WKB",110213102,6/6/16 4:18 PM,500,1,22.8,small_medium_shop
"Tuna flakes, tinned, WKB",110113202,4/4/16 9:44 PM,170,1,33.54,
"Microwave oven, 16-22 l, WKB-L",110531103,4/3/16 4:36 PM,1,1,1999,small_medium_shop
"Long-grain rice, parboiled, WKB",110111101,4/21/16 11:14 PM,1000,1,15.3,street_outlet
"Toothpaste, tube, COLGATE",111212104,5/2/16 10:35 PM,90,1,29.09,
"Petrol, Superplus",110722103,5/1/16 2:54 PM,1,1,20.99,specialized_shop
"Bath towel, large, WKB",110521103,8/7/16 2:40 PM,1,1,259,specialized_shop
"Steam iron, WKB-M",110532104,6/9/16 7:47 PM,1,1,1099,specialized_shop
"Energy saving light bulb, 15W, WKB",110552103,5/8/16 10:42 PM,1,1,68.03,
"Spaghetti, WKB",110111502,3/13/16 10:47 PM,500,1,17.5,
"Yoghurt, plain, WKB",110114203,6/6/16 3:42 PM,190,1,11.5,small_medium_shop
"Trolley, soft case, BL",111232104,8/7/16 6:14 PM,1,1,1650,small_medium_shop
"Steam iron, WKB-M",110532104,3/24/16 2:50 PM,1,1,959,small_medium_shop
"Cigarette, MALBORO Red",110221101,7/10/16 5:38 PM,1,20,48,small_medium_shop
"Electric drill, corded, impact, WKB-M",110551105,4/24/16 8:06 PM,1,1,999,specialized_shop
"Energy saving light bulb, 15W, WKB",110552103,5/8/16 5:48 PM,1,1,95,
"Men's shirt, WKB-M",110312103,5/2/16 4:00 PM,1,1,507,small_medium_shop
"Urban tram (rail) or tube, single ticket",110731104,7/11/16 11:57 AM,1,1,4,None
"Wrist-watch, men's, CITIZEN Eco-Drive BM6060",111231102,7/18/16 5:55 PM,1,1,1740,specialized_shop
"Bread, whole wheat, WKB",110111303,5/29/16 3:10 PM,360,1,21,small_medium_shop
"Men's condoms, WKB",110612103,6/23/16 12:13 AM,1,6,61.99,small_medium_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,2/22/16 3:55 PM,1,1,56.49,
"Tomato ketchup, WKB",110119103,7/18/16 6:20 PM,400,1,34,
"Single-family house, 180-240 m2",1104111102,4/18/16 1:22 AM,1,1,25000,other
"Studio apartment, 35-60 m2",1104111109,7/12/16 2:59 PM,1,1,6100,other
"Men's lace-up shoes, WKB-L",110321101,3/29/16 6:33 PM,1,1,1500,
"Beer, domestic brand, single bottle, WKB",110213102,7/18/16 4:29 PM,340,1,8.75,small_medium_shop
"Trolley, soft case, BL",111232104,4/17/16 2:36 PM,1,1,699,
"Football (soccer ball), WKB",110931110,4/17/16 2:54 PM,1,1,239,small_medium_shop
"Pizza marguerite, at restaurant",111111105,5/22/16 1:53 PM,1,1,90,private_service_provider
"Sardines, tinned, with skin, in vegetable oil, WKB",110113201,8/14/16 5:53 PM,125,1,20.2,small_medium_shop
"Long-grain rice, not parboiled, WKB",110111102,3/14/16 5:28 PM,1,1,10.5,small_medium_shop
"Red wine, table wine, BL",110212101,3/21/16 1:00 PM,700,1,10.5,small_medium_shop
"Bath towel, large, WKB",110521103,7/3/16 5:11 PM,1,1,239,small_medium_shop
"Men's shirt, WKB-M",110312103,5/29/16 5:02 PM,1,1,1189,small_medium_shop
"Red wine, table wine, BL",110212101,4/20/16 8:53 PM,700,1,23.55,
"Men's trousers, cotton/polyester, WKB-L",110312104,7/18/16 10:38 PM,1,1,449,small_medium_shop
"Petrol, Super",110722102,3/28/16 1:24 PM,1,1,16.7,specialized_shop
"Women's haircut, basic hairdresser",111211104,8/14/16 1:14 PM,1,1,290,private_service_provider
"Studio apartment, 35-60 m2",1104111109,4/18/16 2:20 PM,1,1,12000,other
"Flight, domestic, return ticket",110733107,3/27/16 7:00 PM,1,1,5486.62,private_service_provider
"Single-family house, 180-240 m2",1104111102,3/27/16 7:01 PM,1,1,22000,other
"Cat food, tin, WKB",110933103,6/13/16 3:48 PM,340,1,31,small_medium_shop
"Cornflakes, excluding KELLOGG'S",110111250,6/21/16 2:55 PM,360,1,31,
"Petrol, Superplus",110722103,3/13/16 11:51 PM,1,1,17.89,specialized_shop
"AA alkaline batteries, DURACELL",110552104,4/4/16 1:57 PM,1,4,44,
"Petrol, Superplus",110722103,6/20/16 1:54 PM,1,1,20.88,specialized_shop
"Petrol, Superplus",110722103,4/17/16 9:37 AM,1,1,18.99,specialized_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,5/15/16 7:02 PM,1,1,125,specialized_shop
"Toilet paper, multipack, WKB",111212111,4/26/16 8:07 PM,1,6,91.99,
"Men's blue jeans, WKB-L",110312107,3/16/16 8:54 PM,1,1,540,
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,3/28/16 12:43 AM,1,1,2299,
"Vodka, WKB",110211101,6/12/16 10:49 PM,700,1,99,small_medium_shop
"Hybrid bicycle, WKB",110713104,6/13/16 2:39 PM,1,1,8999,small_medium_shop
"Diesel fuel, normal",110722104,7/10/16 8:13 PM,1,1,15.54,specialized_shop
"Two-bedroom apartment, 80-120 m2",1104111113,3/21/16 11:00 PM,1,1,6200,other
"Men's blue jeans, WKB-L",110312107,2/4/16 5:53 PM,1,1,329,small_medium_shop
"Jam, strawberry or apricot, WKB",110118201,4/24/16 8:48 PM,454,1,43.99,small_medium_shop
"Dishwashing detergent, WKB",110561108,5/22/16 4:17 PM,600,1,34.9,small_medium_shop
"Men's haircut, barber shop",111211101,5/22/16 4:34 PM,1,1,100,private_service_provider
"Long-grain rice, parboiled, WKB",110111101,4/25/16 3:35 PM,1,1,19.95,small_medium_shop
"Wheat flour, not self-rising, BL",110111202,6/6/16 4:05 PM,1,1,10.5,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,5/8/16 3:10 PM,1,25,36,small_medium_shop
"Cooking salt, WKB",110119102,7/24/16 5:54 PM,500,1,9.5,small_medium_shop
"Potato chips (crisps), WKB",110117304,4/10/16 8:02 PM,170,1,22.5,small_medium_shop
"Instant noodles, any flavor, WKB",110111504,3/14/16 11:46 PM,64,1,27,small_medium_shop
"Petrol, Superplus",110722103,4/20/16 7:26 PM,1,1,18.97,specialized_shop
"Two-bedroom apartment, 80-120 m2",1104111113,5/31/16 2:40 AM,1,1,11500,other
"Vacuum cleaner, WKB-M",110531111,3/13/16 6:41 PM,1,1,1699,small_medium_shop
"Men's T-shirt, WKB-L",110312106,5/3/16 12:52 AM,1,1,119,
"Petrol, Superplus",110722103,7/10/16 2:04 PM,1,1,20.88,specialized_shop
"Flight, international, return ticket, long distance",110733106,4/19/16 2:46 PM,1,1,37463,private_service_provider
"Men's blue jeans, WKB-L",110312107,7/24/16 2:18 PM,1,1,249,small_medium_shop
"Electric drill, corded, impact, WKB-M",110551105,5/15/16 3:27 PM,1,1,2299,specialized_shop
"Tomato ketchup, WKB",110119103,8/8/16 12:49 PM,400,1,34,
"Plaster strips, plastic foil, WKB",110612105,6/2/16 3:04 PM,1,25,36,
"Bicycle, basic commuter, WKB",110713105,7/3/16 2:49 PM,1,1,3990,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,5/29/16 2:42 PM,1,20,14.5,small_medium_shop
Consultation: general medical practitioner/primary care physician,110621101,4/11/16 5:38 PM,1,1,200,private_service_provider
"Wheat flour, not self-rising, BL",110111202,4/2/16 4:02 PM,1,1,7.35,
"Fresh bananas, standard",110116102,4/3/16 11:43 PM,1,1,15.99,
"Men's blue jeans, WKB-L",110312107,5/15/16 12:58 PM,1,1,499,small_medium_shop
"Men's blue jeans, WKB-L",110312107,4/26/16 10:59 AM,1,1,549,specialized_shop
"Men's haircut, barber shop",111211101,6/12/16 9:17 PM,1,1,110,private_service_provider
"Bread, whole wheat, WKB",110111303,4/10/16 7:21 PM,360,1,25,small_medium_shop
"Men's T-shirt, WKB-L",110312106,5/29/16 3:03 PM,1,1,237,small_medium_shop
"Diesel fuel, normal",110722104,4/16/16 3:13 PM,1,1,14.92,specialized_shop
"Fresh apple, red delicious",110116101,6/6/16 6:44 PM,1,1,24.9,
"Two-bedroom apartment, 80-120 m2",1104111113,4/18/16 3:29 AM,1,1,8700,other
"Dishwashing detergent, WKB",110561108,4/6/16 7:54 PM,600,1,30.99,small_medium_shop
"Football (soccer ball), WKB",110931110,4/24/16 11:53 PM,1,1,243,small_medium_shop
"Water, still, large bottle, WKB",110122101,5/22/16 10:48 PM,1.5,1,11.4,small_medium_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,4/17/16 11:19 PM,1,1,125,small_medium_shop
"Cement, Grey Portland, WKB",110431103,7/21/16 5:01 PM,50,1,150,specialized_shop
"Electric drill, corded, impact, WKB-M",110551105,4/24/16 5:43 PM,1,1,1169,specialized_shop
"Women's haircut, basic hairdresser",111211104,7/22/16 11:15 AM,1,1,410,private_service_provider
"Women's haircut, basic hairdresser",111211104,5/22/16 3:17 PM,1,1,190,private_service_provider
"Two-bedroom apartment, 80-120 m2",1104111113,3/27/16 5:03 PM,1,1,15000,other
"Beef, minced",110112106,6/13/16 3:19 PM,1,1,86.9,
"Interurban (InterCity) bus, 50 Km",110732103,5/15/16 9:21 PM,1,1,87,private_service_provider
"Men's T-shirt, WKB-L",110312106,5/8/16 2:58 PM,1,1,199,small_medium_shop
"Hotel, three-star, capital city",111121103,5/11/16 12:45 PM,1,1,866,other
Petrol,110722101,5/8/16 4:04 PM,1,1,18.35,specialized_shop
"Sunflower oil, BL",110115301,8/14/16 11:07 PM,1000,1,20.8,small_medium_shop
"Flight, international, return ticket, long distance",110733106,5/28/16 2:50 AM,1,1,28235,private_service_provider
"Studio apartment, 35-60 m2",1104111109,5/17/16 3:35 AM,1,1,3500,other
"Plaster strips, plastic foil, WKB",110612105,7/25/16 12:22 PM,1,16,9.1,
"Cheese, processed, WKB",110114303,8/8/16 1:03 PM,200,1,45,
"Steam iron, WKB-M",110532104,4/6/16 3:18 PM,1,1,959,
"Cornflakes, excluding KELLOGG'S",110111250,1/18/16 1:41 PM,350,1,27.29,
"Diesel fuel, normal",110722104,4/3/16 6:46 AM,1,1,16.89,specialized_shop
"Long-grain rice, parboiled, WKB",110111101,6/26/16 8:49 PM,1,1,16.55,small_medium_shop
"COCA COLA / PEPSI COLA, can",110122102,2/1/16 11:23 PM,500,1,9.6,small_medium_shop
"AA alkaline batteries, DURACELL",110552104,5/22/16 11:03 PM,1,4,49,specialized_shop
"Plaster strips, plastic foil, WKB",110612105,4/3/16 1:43 PM,1,20,38,small_medium_shop
"Fresh apple, red delicious",110116101,5/8/16 10:52 PM,1,1,29.99,small_medium_shop
"Potato chips (crisps), WKB",110117304,6/23/16 2:54 PM,162,1,47.12,
"Urban tram (rail) or tube, single ticket",110731104,6/27/16 7:39 PM,1,1,2,None
"Men's shirt, WKB-M",110312103,8/14/16 5:27 PM,1,1,399,small_medium_shop
"Motor car, petrol engine, 1,200-1,699cc - Ford",110711110,4/19/16 8:00 PM,1,1,298500,specialized_shop
"Beef, with bones",110112105,8/7/16 10:15 PM,1,1,124.99,small_medium_shop
"Foam mattress, double, WKB",110511108,4/10/16 5:52 PM,1,1,2719,
"Bath towel, large, WKB",110521103,6/26/16 1:50 PM,1,1,323,small_medium_shop
"Cat food, tin, WKB",110933103,1/18/16 1:14 PM,340,1,30,
"Potato chips (crisps), WKB",110117304,5/22/16 6:07 PM,105,1,25,small_medium_shop
"Petrol, Super",110722102,4/6/16 5:24 PM,1,1,19.72,specialized_shop
"Urban (city) bus, 5-15 km",110732101,7/24/16 8:53 PM,1,1,9.15,public_semi_public_service
"Men's shirt, WKB-M",110312103,6/27/16 3:48 PM,1,1,629,small_medium_shop
"Potato chips (crisps), WKB",110117304,7/24/16 7:11 PM,115,1,42,small_medium_shop
"Bath towel, large, WKB",110521103,5/8/16 1:29 PM,1,1,172,small_medium_shop
Electricity: 600 kWh,110451101,3/21/16 11:24 PM,132,1,94.4,public_semi_public_service
"Water, still, large bottle, WKB",110122101,4/24/16 4:30 PM,2000,1,11.63,small_medium_shop
"Bar soap, solid, SB",111212109,5/22/16 5:21 PM,125,1,13,small_medium_shop
"Cigarette, MALBORO Red",110221101,7/31/16 3:03 PM,1,20,46,small_medium_shop
"Women's haircut, basic hairdresser",111211104,7/24/16 11:45 PM,1,1,120,private_service_provider
"Paint, indoor use, washable, WKB",110431101,4/24/16 8:15 PM,4,1,290,specialized_shop
"Vodka, WKB",110211101,7/19/16 4:41 PM,750,1,193.1,
"Tinned pineapple, whole slices, BL",110116201,5/2/16 5:54 PM,565,1,72,
"Bath towel, large, WKB",110521103,6/19/16 2:46 PM,1,1,172,small_medium_shop
